entry,offset,span,inflated_size,numeric_hits,text_hits,known_struct,notes
2080,0x24b1800,0x1d9c,0x1d9c,"57:u16=4:u32=4;131:u16=4:u32=4",,,
2089,0x24b3e00,0x23b8,0x23b8,"174:u16=1:u32=1",,,
2090,0x24b6200,0x1d84,0x1d84,"57:u16=4:u32=4;131:u16=4:u32=4",,,
2099,0x24b8800,0x23d0,0x23d0,"174:u16=1:u32=1",,,
2100,0x24bac00,0x1d9c,0x1d9c,"57:u16=4:u32=4;131:u16=4:u32=4",,,
2109,0x24bd200,0x23b8,0x23b8,"174:u16=1:u32=1",,,
2110,0x24bf600,0x1d84,0x1d84,"57:u16=4:u32=4;131:u16=4:u32=4",,,
2119,0x24c1c00,0x2488,0x2488,"58:u16=1:u32=1;131:u16=4:u32=4",,,
2129,0x24c6800,0x23d0,0x23d0,"174:u16=1:u32=1",,,
2130,0x24c8c00,0x1d9c,0x1d9c,"57:u16=4:u32=4;131:u16=4:u32=4",,,
2139,0x24cb200,0x23b8,0x23b8,"174:u16=1:u32=1",,,
2140,0x24cd600,0x1d84,0x1d84,"57:u16=4:u32=4;131:u16=4:u32=4",,,
2149,0x24cfc00,0x23d0,0x23d0,"174:u16=1:u32=1",,,
2150,0x24d2000,0x1d9c,0x1d9c,"57:u16=4:u32=4;131:u16=4:u32=4",,,
2159,0x24d4600,0x23cc,0x23cc,"174:u16=1:u32=1",,,
2160,0x24d6a00,0x1d98,0x1d98,"57:u16=4:u32=4;131:u16=1:u32=1",,,
2169,0x24d9000,0x2488,0x2488,"58:u16=1:u32=1;131:u16=4:u32=4",,,
2179,0x24ddc00,0x23b8,0x23b8,"174:u16=1:u32=1",,,
2180,0x24e0000,0x1d84,0x1d84,"57:u16=4:u32=4;131:u16=4:u32=4",,,
2189,0x24e2600,0x23d0,0x23d0,"174:u16=1:u32=1",,,
2190,0x24e4a00,0x1d9c,0x1d9c,"57:u16=4:u32=4;131:u16=4:u32=4",,,
2199,0x24e7000,0x23d0,0x23d0,"174:u16=1:u32=1",,,
2200,0x24e9400,0x1d9c,0x1d9c,"57:u16=4:u32=4;131:u16=4:u32=4",,,
2209,0x24eba00,0x23b8,0x23b8,"174:u16=1:u32=1",,,
2210,0x24ede00,0x1d84,0x1d84,"57:u16=4:u32=4;131:u16=4:u32=4",,,
2219,0x24f0400,0x23cc,0x23cc,"174:u16=1:u32=1",,,
2220,0x24f2800,0x1d98,0x1d98,"57:u16=4:u32=4;131:u16=1:u32=1",,,
2249,0x24f6c00,0x3e3b0,0x3e3b0,"26:u16=36:u32=1;57:u16=33:u32=0;58:u16=21:u32=0;131:u16=15:u32=0;174:u16=7:u32=1;294:u16=10:u32=1;586:u16=1:u32=0",,,
2253,0x2545500,0xd830,0xd830,"26:u16=3:u32=0;58:u16=14:u32=0;131:u16=1:u32=0;174:u16=238:u32=0;699:u16=1:u32=0",,,"text_heavy"
2254,0x2552e00,0x12bf0,0x12bf0,"26:u16=2:u32=0;57:u16=1:u32=0;58:u16=72:u32=0;131:u16=4:u32=0;174:u16=260:u32=0;699:u16=1:u32=0",,,"text_heavy"
2255,0x2565a00,0xf220,0xf220,"26:u16=8:u32=0;174:u16=22:u32=0;586:u16=1:u32=0",,,"text_heavy"
2256,0x2574d00,0xc2c0,0xc2c0,"26:u16=6:u32=0;174:u16=76:u32=0",,,"text_heavy"
2257,0x2581000,0xe960,0xe960,"26:u16=5:u32=0",,,"text_heavy"
2258,0x258fa00,0xf880,0xf880,"131:u16=1:u32=0;174:u16=95:u32=0;699:u16=1:u32=0",,,"text_heavy"
2260,0x25a7400,0xe520,0xe520,"58:u16=1:u32=0;174:u16=1:u32=0;586:u16=1:u32=0",,,"text_heavy"
2263,0x25ca800,0x10da0,0x10da0,"26:u16=1:u32=0;131:u16=8:u32=0;174:u16=300:u32=0;699:u16=1:u32=0",,,"text_heavy"
2264,0x25db600,0x10d40,0x10d40,"26:u16=1:u32=0;57:u16=1:u32=0;131:u16=8:u32=0;174:u16=72:u32=0;294:u16=1:u32=0;699:u16=2:u32=0",,,"text_heavy"
2265,0x25ec400,0xafe0,0xafe0,"26:u16=4:u32=0;57:u16=2:u32=0;131:u16=59:u32=0;174:u16=6:u32=0;911:u16=1:u32=0",,,
2266,0x25f7400,0xfd40,0xfd40,"26:u16=16:u32=0;57:u16=2:u32=0;174:u16=1:u32=0;911:u16=1:u32=0",,,
2267,0x2607200,0xba10,0xba10,"26:u16=10:u32=0;57:u16=5:u32=0;58:u16=6:u32=0;174:u16=1:u32=0;586:u16=1:u32=0",,,"text_heavy"
2269,0x261b600,0xde30,0xde30,"26:u16=1:u32=0;131:u16=2:u32=0;586:u16=1:u32=0",,,"text_heavy"
2270,0x2629500,0xf630,0xf630,"26:u16=9:u32=0;131:u16=128:u32=0;586:u16=2:u32=0;699:u16=1:u32=0",,,"text_heavy"
2271,0x2638c00,0xf960,0xf960,"26:u16=1:u32=0;58:u16=1:u32=0;131:u16=2:u32=0;911:u16=1:u32=0",,,"text_heavy"
2272,0x2648600,0xa970,0xa970,"58:u16=1:u32=0;131:u16=8:u32=0",,,
2291,0x266e400,0x560,0x560,"58:u16=1:u32=1",,,"text_heavy"
2295,0x266f200,0x690,0x690,"26:u16=1:u32=1",,,"text_heavy"
2303,0x2670400,0xcee2,0xcee2,"26:u16=1:u32=0;131:u16=1:u32=0",,,
2304,0x267d300,0x19b7e,0x19b7e,"26:u16=3:u32=0;57:u16=3:u32=0;58:u16=3:u32=0;131:u16=14:u32=0;699:u16=2:u32=0",,,
2305,0x2696f00,0xf4da,0xf4da,"26:u16=1:u32=0;57:u16=1:u32=0;174:u16=1:u32=0;294:u16=1:u32=0;586:u16=1:u32=0",,,
2306,0x26a6400,0x92f6,0x92f6,"26:u16=1:u32=0;57:u16=2:u32=0;174:u16=1:u32=0",,,
2307,0x26af700,0xcf82,0xcf82,"294:u16=1:u32=0",,,
2308,0x26bc700,0xf336,0xf336,"26:u16=1:u32=0;58:u16=1:u32=0;131:u16=1:u32=0;174:u16=1:u32=0;586:u16=1:u32=0;699:u16=1:u32=0",,,
2310,0x26cbc00,0xf3ae,0xf3ae,"174:u16=2:u32=0;294:u16=1:u32=0;586:u16=1:u32=0",,,
2311,0x26db000,0xb6e6,0xb6e6,"58:u16=1:u32=0;131:u16=1:u32=0",,,
2313,0x26e6800,0x13eea,0x13eea,"26:u16=1:u32=0;57:u16=1:u32=0;58:u16=1:u32=0;174:u16=1:u32=0;294:u16=1:u32=0",,,
2314,0x26fa700,0x1471e,0x1471e,"57:u16=1:u32=0;58:u16=1:u32=0;294:u16=1:u32=0",,,
2315,0x270ef00,0x746a,0x746a,"131:u16=2:u32=0;911:u16=1:u32=0",,,
2316,0x2716400,0x101aa,0x101aa,"26:u16=2:u32=0;57:u16=6:u32=0;58:u16=1:u32=0;131:u16=1:u32=0;174:u16=1:u32=0;911:u16=1:u32=0",,,
2317,0x2726600,0x8a5e,0x8a5e,"26:u16=1:u32=0;57:u16=1:u32=0;174:u16=1:u32=0",,,
2319,0x2730500,0xbdb2,0xbdb2,"26:u16=3:u32=0",,,
2320,0x273c300,0x1213a,0x1213a,"586:u16=1:u32=0;699:u16=1:u32=0",,,
2321,0x274e500,0x11a6e,0x11a6e,"26:u16=1:u32=0;57:u16=3:u32=0;58:u16=2:u32=0;174:u16=1:u32=0;911:u16=1:u32=0",,,
2322,0x2760000,0x5e62,0x5e62,"58:u16=1:u32=0",,,
2326,0x2766200,0xc038,0xc038,"26:u16=10:u32=10;57:u16=16:u32=16;58:u16=11:u32=11;131:u16=13:u32=13;174:u16=11:u32=11;294:u16=5:u32=5;586:u16=2:u32=2",,,
2327,0x2772300,0xc038,0xc038,"26:u16=10:u32=10;57:u16=16:u32=16;58:u16=11:u32=11;131:u16=13:u32=13;174:u16=11:u32=11;294:u16=5:u32=5;586:u16=2:u32=2",,,
2328,0x277e400,0x8074,0x8074,"26:u16=12:u32=12;57:u16=11:u32=11;58:u16=12:u32=12;131:u16=10:u32=10;174:u16=10:u32=10;294:u16=1:u32=1",,,
2329,0x2786500,0x59bc,0x59bc,"26:u16=10:u32=10;57:u16=10:u32=10;58:u16=11:u32=11;131:u16=5:u32=5;174:u16=2:u32=2",,,
2330,0x278bf00,0xdab0,0xdab0,"26:u16=10:u32=10;57:u16=11:u32=11;58:u16=12:u32=12;131:u16=20:u32=20;174:u16=10:u32=10;294:u16=5:u32=5;586:u16=2:u32=2;699:u16=1:u32=1",,,
2331,0x2799a00,0xcd3c,0xcd3c,"26:u16=18:u32=18;57:u16=10:u32=10;58:u16=10:u32=10;131:u16=16:u32=16;174:u16=11:u32=11;294:u16=5:u32=5;586:u16=2:u32=2",,,
2332,0x27a6800,0x12a6c,0x12a6c,"26:u16=11:u32=11;57:u16=12:u32=12;58:u16=13:u32=13;131:u16=10:u32=10;174:u16=17:u32=17;294:u16=12:u32=12;586:u16=3:u32=2;699:u16=1:u32=1",,,
2333,0x27b9300,0x6a24,0x6a24,"26:u16=11:u32=11;57:u16=10:u32=10;58:u16=13:u32=13;131:u16=8:u32=8;174:u16=1:u32=1;294:u16=1:u32=1",,,
2334,0x27bfe00,0xc038,0xc038,"26:u16=10:u32=10;57:u16=16:u32=16;58:u16=11:u32=11;131:u16=13:u32=13;174:u16=11:u32=11;294:u16=5:u32=5;586:u16=2:u32=2",,,
2335,0x27cbf00,0xed64,0xed64,"26:u16=11:u32=11;57:u16=11:u32=11;58:u16=12:u32=12;131:u16=10:u32=10;174:u16=17:u32=17;294:u16=10:u32=10;586:u16=1:u32=1;699:u16=1:u32=1",,,
2336,0x27dad00,0x6ebc,0x6ebc,"26:u16=14:u32=12;57:u16=13:u32=13;58:u16=10:u32=10;131:u16=13:u32=13;174:u16=4:u32=4;294:u16=1:u32=1",,,
2337,0x27e1c00,0xc038,0xc038,"26:u16=10:u32=10;57:u16=16:u32=16;58:u16=11:u32=11;131:u16=13:u32=13;174:u16=11:u32=11;294:u16=5:u32=5;586:u16=2:u32=2",,,
2338,0x27edd00,0xe098,0xe098,"26:u16=12:u32=12;57:u16=14:u32=14;58:u16=14:u32=14;131:u16=10:u32=10;174:u16=10:u32=10;294:u16=16:u32=16;586:u16=1:u32=1",,,
2339,0x27fbe00,0x9d00,0x9d00,"26:u16=10:u32=10;57:u16=10:u32=10;58:u16=11:u32=11;131:u16=10:u32=10;174:u16=11:u32=11;294:u16=2:u32=2",,,
2340,0x2805b00,0x850c,0x850c,"26:u16=17:u32=17;57:u16=12:u32=12;58:u16=12:u32=12;131:u16=13:u32=13;174:u16=5:u32=5;294:u16=1:u32=1",,,
2341,0x280e100,0xa390,0xa390,"26:u16=10:u32=10;57:u16=10:u32=10;58:u16=11:u32=11;131:u16=11:u32=11;174:u16=11:u32=11;294:u16=1:u32=1",,,
2342,0x2818500,0xfd78,0xfd78,"26:u16=10:u32=10;57:u16=11:u32=11;58:u16=11:u32=10;131:u16=14:u32=14;174:u16=16:u32=16;294:u16=9:u32=9;586:u16=1:u32=1;699:u16=1:u32=1",,,
2343,0x2828300,0x3064,0x3064,"26:u16=18:u32=18;57:u16=8:u32=8;58:u16=9:u32=9;131:u16=1:u32=1",,,
2344,0x282b400,0x6d6c,0x6d6c,"26:u16=16:u32=15;57:u16=10:u32=10;58:u16=10:u32=10;131:u16=14:u32=14;174:u16=4:u32=4;294:u16=1:u32=1",,,
2345,0x2832200,0xee60,0xee60,"26:u16=11:u32=11;57:u16=10:u32=10;58:u16=13:u32=13;131:u16=10:u32=10;174:u16=11:u32=11;294:u16=8:u32=8;586:u16=2:u32=2;699:u16=1:u32=1",,,
2346,0x2841100,0xa198,0xa198,"26:u16=10:u32=10;57:u16=11:u32=11;58:u16=17:u32=17;131:u16=11:u32=11;174:u16=12:u32=12;294:u16=1:u32=1",,,
2347,0x284b300,0x1288,0x1288,"26:u16=4:u32=4",,,
2348,0x284c600,0xc038,0xc038,"26:u16=10:u32=10;57:u16=16:u32=16;58:u16=11:u32=11;131:u16=13:u32=13;174:u16=11:u32=11;294:u16=5:u32=5;586:u16=2:u32=2",,,
2349,0x2858700,0xc038,0xc038,"26:u16=10:u32=10;57:u16=16:u32=16;58:u16=11:u32=11;131:u16=13:u32=13;174:u16=11:u32=11;294:u16=5:u32=5;586:u16=2:u32=2",,,
2350,0x2864800,0xc038,0xc038,"26:u16=10:u32=10;57:u16=16:u32=16;58:u16=11:u32=11;131:u16=13:u32=13;174:u16=11:u32=11;294:u16=5:u32=5;586:u16=2:u32=2",,,
2353,0x2871100,0xa5c50,0xa5c50,"26:u16=90:u32=54;57:u16=66:u32=52;58:u16=55:u32=43;131:u16=50:u32=48;174:u16=40:u32=40;294:u16=92:u32=91;586:u16=101:u32=99;699:u16=46:u32=44;911:u16=46:u32=45",,,
2354,0x2916e00,0xacefc,0xacefc,"26:u16=190:u32=52;57:u16=129:u32=38;58:u16=107:u32=38;131:u16=201:u32=197;174:u16=66:u32=61;294:u16=40:u32=39;586:u16=59:u32=59;699:u16=43:u32=43;911:u16=29:u32=26",,,
2355,0x29c3d00,0xbb83c,0xbb83c,"26:u16=194:u32=49;57:u16=90:u32=31;58:u16=156:u32=90;131:u16=40:u32=37;174:u16=70:u32=69;294:u16=65:u32=65;586:u16=63:u32=61;699:u16=37:u32=35;911:u16=38:u32=35",,,
2356,0x2a7f600,0xa7650,0xa7650,"26:u16=87:u32=40;57:u16=150:u32=85;58:u16=126:u32=52;131:u16=40:u32=40;174:u16=57:u32=53;294:u16=42:u32=40;586:u16=44:u32=44;699:u16=40:u32=38;911:u16=42:u32=42",,,
2357,0x2b26d00,0xbaf70,0xbaf70,"26:u16=204:u32=52;57:u16=112:u32=57;58:u16=77:u32=63;131:u16=45:u32=43;174:u16=38:u32=37;294:u16=43:u32=42;586:u16=36:u32=35;699:u16=43:u32=42;911:u16=33:u32=31",,,
2358,0x2be1d00,0xc3e40,0xc3e40,"26:u16=210:u32=52;57:u16=104:u32=79;58:u16=93:u32=67;131:u16=64:u32=62;174:u16=31:u32=31;294:u16=49:u32=47;586:u16=82:u32=81;699:u16=41:u32=38;911:u16=29:u32=25",,,
2360,0x2ca6000,0x149dcc,0x149dcc,"26:u16=236:u32=63;57:u16=153:u32=113;58:u16=112:u32=85;131:u16=89:u32=57;174:u16=46:u32=44;294:u16=71:u32=69;586:u16=58:u32=55;699:u16=73:u32=66;911:u16=48:u32=47",,,
2361,0x2defe00,0x1197d4,0x1197d4,"26:u16=251:u32=102;57:u16=90:u32=55;58:u16=51:u32=39;131:u16=74:u32=55;174:u16=51:u32=50;294:u16=46:u32=43;586:u16=189:u32=189;699:u16=334:u32=58;911:u16=83:u32=79",,,
2363,0x2f09a00,0xc04c4,0xc04c4,"26:u16=212:u32=56;57:u16=130:u32=57;58:u16=136:u32=88;131:u16=57:u32=53;174:u16=46:u32=44;294:u16=45:u32=43;586:u16=49:u32=48;699:u16=43:u32=37;911:u16=53:u32=51",,,
2364,0x2fc9f00,0x122448,0x122448,"26:u16=306:u32=126;57:u16=82:u32=52;58:u16=66:u32=45;131:u16=88:u32=43;174:u16=149:u32=146;294:u16=51:u32=49;586:u16=71:u32=70;699:u16=80:u32=76;911:u16=52:u32=51",,,
2365,0x30ec400,0x65d90,0x65d90,"26:u16=138:u32=87;57:u16=86:u32=48;58:u16=40:u32=33;131:u16=40:u32=38;174:u16=41:u32=40;294:u16=31:u32=31;586:u16=31:u32=31;699:u16=33:u32=33;911:u16=38:u32=36",,,
2366,0x3152200,0x1469b4,0x1469b4,"26:u16=229:u32=39;57:u16=117:u32=53;58:u16=105:u32=68;131:u16=104:u32=47;174:u16=37:u32=37;294:u16=49:u32=45;586:u16=73:u32=72;699:u16=64:u32=62;911:u16=75:u32=74",,,
2367,0x3298c00,0x10b6f0,0x10b6f0,"26:u16=217:u32=46;57:u16=96:u32=43;58:u16=102:u32=64;131:u16=55:u32=49;174:u16=39:u32=35;294:u16=42:u32=40;586:u16=73:u32=71;699:u16=40:u32=31;911:u16=89:u32=84",,,
2368,0x33a4300,0x89560,0x89560,"26:u16=145:u32=120;57:u16=68:u32=56;58:u16=178:u32=159;131:u16=491:u32=491;174:u16=121:u32=120;294:u16=60:u32=59;586:u16=35:u32=33;699:u16=49:u32=48;911:u16=51:u32=47",,,
2369,0x342d900,0x737f8,0x737f8,"26:u16=99:u32=53;57:u16=41:u32=40;58:u16=40:u32=34;131:u16=62:u32=60;174:u16=52:u32=50;294:u16=51:u32=51;586:u16=33:u32=33;699:u16=25:u32=25;911:u16=35:u32=34",,,
2370,0x34a1100,0x22bf40,0x22bf40,"26:u16=2193:u32=200;57:u16=246:u32=87;58:u16=183:u32=35;131:u16=63:u32=38;174:u16=96:u32=55;294:u16=61:u32=58;586:u16=63:u32=60;699:u16=87:u32=65;911:u16=57:u32=54",,,
2371,0x36cd100,0xc67b0,0xc67b0,"26:u16=217:u32=59;57:u16=131:u32=70;58:u16=128:u32=73;131:u16=46:u32=44;174:u16=38:u32=38;294:u16=42:u32=42;586:u16=61:u32=60;699:u16=51:u32=47;911:u16=58:u32=56",,,
2372,0x3793900,0x67eb4,0x67eb4,"26:u16=118:u32=95;57:u16=45:u32=39;58:u16=58:u32=58;131:u16=34:u32=34;174:u16=86:u32=86;294:u16=54:u32=52;586:u16=35:u32=33;699:u16=33:u32=30;911:u16=44:u32=43",,,
2376,0x37fc400,0x1e3c,0x1e3c,"26:u16=22:u32=22;57:u16=1:u32=1;58:u16=2:u32=2",,,
2377,0x37fe300,0x1e3c,0x1e3c,"26:u16=22:u32=22;57:u16=1:u32=1;58:u16=2:u32=2",,,
2378,0x3800200,0x20c0,0x20c0,"26:u16=17:u32=17;57:u16=2:u32=2;58:u16=2:u32=2;586:u16=1:u32=0",,,
2379,0x3802300,0x227c,0x227c,"26:u16=21:u32=21;57:u16=2:u32=2;174:u16=1:u32=1",,,
2380,0x3804600,0x26e8,0x26e8,"26:u16=27:u32=27",,,
2381,0x3806d00,0x20f8,0x20f8,"26:u16=22:u32=22;58:u16=1:u32=1;131:u16=1:u32=1",,,
2382,0x3808e00,0x2c5c,0x2c5c,"26:u16=24:u32=24;58:u16=1:u32=1;131:u16=7:u32=1",,,
2383,0x380bb00,0x1964,0x1964,"26:u16=4:u32=4",,,
2384,0x380d500,0x1e3c,0x1e3c,"26:u16=22:u32=22;57:u16=1:u32=1;58:u16=2:u32=2",,,
2385,0x380f400,0x1f80,0x1f80,"26:u16=21:u32=21;57:u16=3:u32=1;58:u16=2:u32=2",,,
2386,0x3811400,0x212c,0x212c,"26:u16=15:u32=15",,,
2387,0x3813600,0x1e3c,0x1e3c,"26:u16=22:u32=22;57:u16=1:u32=1;58:u16=2:u32=2",,,
2388,0x3815500,0x1adc,0x1adc,"26:u16=14:u32=14;58:u16=4:u32=4",,,
2389,0x3817000,0x6ce8,0x6ce8,"26:u16=67:u32=67;57:u16=44:u32=44;58:u16=31:u32=31;174:u16=2:u32=2;294:u16=1:u32=1;699:u16=1:u32=1",,,
2391,0x381ea00,0xc920,0xc920,"26:u16=37:u32=37;57:u16=33:u32=33;58:u16=31:u32=31;131:u16=1:u32=1;699:u16=1:u32=0",,,"text_heavy"
2392,0x382b400,0x2554,0x2554,"26:u16=17:u32=17;131:u16=1:u32=0",,,
2394,0x382e000,0x14dc,0x14dc,"58:u16=2:u32=2",,,
2395,0x382f500,0x2cf4,0x2cf4,"26:u16=22:u32=22;58:u16=1:u32=1",,,
2396,0x3832200,0x2a68,0x2a68,"26:u16=25:u32=25;58:u16=1:u32=1;294:u16=1:u32=1",,,
2397,0x3834d00,0x1e3c,0x1e3c,"26:u16=22:u32=22;57:u16=1:u32=1;58:u16=2:u32=2",,,
2398,0x3836c00,0x1e3c,0x1e3c,"26:u16=22:u32=22;57:u16=1:u32=1;58:u16=2:u32=2",,,
2399,0x3838b00,0x1e3c,0x1e3c,"26:u16=22:u32=22;57:u16=1:u32=1;58:u16=2:u32=2",,,
2400,0x383aa00,0x1e3c,0x1e3c,"26:u16=22:u32=22;57:u16=1:u32=1;58:u16=2:u32=2",,,
2404,0x3840100,0x26a6,0x26a6,"26:u16=2:u32=1;131:u16=1:u32=0;174:u16=1:u32=0;911:u16=1:u32=0",,,"text_heavy"
2405,0x3842800,0x3fc8,0x3fc8,"57:u16=1:u32=1;131:u16=1:u32=0",,,
2406,0x3846800,0x3ccf,0x3ccf,"699:u16=1:u32=0",,,"text_heavy"
2410,0x3852400,0x547c,0x547c,"699:u16=1:u32=0",,,
2411,0x3857900,0x407d,0x407d,"57:u16=1:u32=1;58:u16=1:u32=1;586:u16=1:u32=1;699:u16=1:u32=0",,,
2413,0x385bd00,0x38a0,0x38a0,"57:u16=1:u32=0",,,"text_heavy"
2414,0x385f600,0x42d1,0x42d1,"26:u16=1:u32=0;57:u16=1:u32=0;58:u16=1:u32=0",,,"text_heavy"
2418,0x386e400,0x1aca,0x1aca,"26:u16=2:u32=0",,,"text_heavy"
2419,0x386ff00,0x2232,0x2232,"26:u16=1:u32=0;586:u16=1:u32=0;911:u16=1:u32=0",,,"text_heavy"
2420,0x3872200,0x7f25,0x7f25,"26:u16=1:u32=0",,,"text_heavy"
2426,0x387fa00,0x109fc,0x109fc,"26:u16=21:u32=10;57:u16=23:u32=9;58:u16=11:u32=5;131:u16=6:u32=3;174:u16=4:u32=4",,,
2427,0x3890400,0x1ba9c,0x1ba9c,"26:u16=20:u32=7;57:u16=14:u32=8;58:u16=13:u32=11;131:u16=6:u32=1;174:u16=4:u32=1;294:u16=4:u32=2",,,
2428,0x38abf00,0x1120c,0x1120c,"26:u16=23:u32=5;57:u16=12:u32=6;58:u16=6:u32=3;131:u16=4:u32=1;174:u16=1:u32=0",,,
2429,0x38bd200,0x1b82c,0x1b82c,"26:u16=39:u32=8;57:u16=19:u32=5;58:u16=9:u32=2;131:u16=5:u32=0;294:u16=3:u32=3",,,
2430,0x38d8b00,0x619c,0x619c,"26:u16=5:u32=1;57:u16=6:u32=1;58:u16=2:u32=1;131:u16=6:u32=6",,,
2431,0x38ded00,0xb65c,0xb65c,"26:u16=1:u32=0;57:u16=3:u32=1;58:u16=2:u32=1;131:u16=9:u32=8;174:u16=1:u32=0",,,
2432,0x38ea400,0x9e5c,0x9e5c,"26:u16=5:u32=3;57:u16=5:u32=1;58:u16=3:u32=1;131:u16=3:u32=0;174:u16=2:u32=1",,,
2433,0x38f4300,0x84ac,0x84ac,"26:u16=1:u32=0;57:u16=3:u32=1;58:u16=3:u32=1",,,
2434,0x38fc800,0x627c,0x627c,"26:u16=1:u32=0;57:u16=4:u32=1;58:u16=5:u32=1",,,
2435,0x3902b00,0xec7c,0xec7c,"26:u16=5:u32=4;57:u16=2:u32=1;58:u16=2:u32=1;131:u16=6:u32=2;174:u16=2:u32=0",,,
2436,0x3911800,0x2f1c,0x2f1c,"26:u16=2:u32=0;57:u16=1:u32=1",,,
2437,0x3914800,0x2fac,0x2fac,"26:u16=3:u32=0",,,
2438,0x3917800,0x312c,0x312c,"26:u16=2:u32=0",,,
2439,0x391aa00,0x3c2c,0x3c2c,"26:u16=2:u32=0;57:u16=3:u32=2;58:u16=3:u32=2",,,
2441,0x391ea00,0x32bc,0x32bc,"26:u16=4:u32=0;57:u16=1:u32=1",,,
2442,0x3921d00,0x2f8c,0x2f8c,"26:u16=3:u32=0",,,
2443,0x3924d00,0x2fcc,0x2fcc,"26:u16=3:u32=0",,,
2444,0x3927d00,0x2cec,0x2cec,"26:u16=3:u32=0",,,
2445,0x392aa00,0x32ec,0x32ec,"26:u16=2:u32=0;58:u16=1:u32=1",,,
2446,0x392dd00,0x2b0c,0x2b0c,"26:u16=3:u32=0",,,
2447,0x3930900,0x378c,0x378c,"26:u16=3:u32=0;57:u16=1:u32=0;58:u16=2:u32=1;174:u16=1:u32=0",,,
2448,0x3934100,0x2c2c,0x2c2c,"26:u16=3:u32=0",,,
2451,0x3937400,0x2dfc,0x2dfc,"26:u16=4:u32=3",,,
2452,0x393a200,0x277c,0x277c,"26:u16=4:u32=3",,,
2453,0x393ca00,0x25e1c,0x25e1c,"26:u16=66:u32=66;57:u16=4:u32=1;58:u16=4:u32=1;131:u16=4:u32=1;174:u16=4:u32=2;294:u16=3:u32=2",,,
2454,0x3962900,0xcb9c,0xcb9c,"26:u16=4:u32=1;57:u16=3:u32=1;58:u16=4:u32=1;131:u16=12:u32=2;174:u16=1:u32=0",,,
2455,0x396f500,0x1905c,0x1905c,"26:u16=12:u32=10;57:u16=1:u32=0;131:u16=5:u32=5;174:u16=3:u32=1;294:u16=2:u32=1",,,
2456,0x3988600,0xe6bc,0xe6bc,"26:u16=4:u32=2;57:u16=17:u32=13;58:u16=11:u32=6;131:u16=2:u32=1;174:u16=2:u32=0",,,
2457,0x3996d00,0xb82c,0xb82c,"26:u16=29:u32=7;57:u16=1:u32=0;58:u16=2:u32=0;131:u16=2:u32=0;174:u16=3:u32=3",,,
2458,0x39a2600,0xc95c,0xc95c,"26:u16=4:u32=1;57:u16=3:u32=1;58:u16=4:u32=1;131:u16=10:u32=1",,,
2459,0x39af000,0x1a3fc,0x1a3fc,"26:u16=4:u32=2;57:u16=1:u32=0;58:u16=2:u32=0;131:u16=3:u32=1;174:u16=7:u32=4;294:u16=3:u32=2",,,
2460,0x39c9400,0x16b9c,0x16b9c,"26:u16=13:u32=6;57:u16=10:u32=6;58:u16=10:u32=6;131:u16=19:u32=4;174:u16=2:u32=2;294:u16=3:u32=1",,,
2476,0x39e2d00,0x650c,0x650c,"26:u16=13:u32=5;57:u16=3:u32=1;58:u16=2:u32=0",,,
2477,0x39e9300,0xd6ac,0xd6ac,"26:u16=6:u32=4;57:u16=4:u32=1;58:u16=8:u32=5;131:u16=1:u32=0",,,
2478,0x39f6a00,0xe28c,0xe28c,"26:u16=9:u32=2;57:u16=5:u32=3;58:u16=4:u32=3;174:u16=2:u32=2",,,
2480,0x3a05e00,0xbd5c,0xbd5c,"26:u16=22:u32=4;57:u16=4:u32=0;58:u16=1:u32=0;131:u16=2:u32=1;699:u16=1:u32=0",,,
2481,0x3a11c00,0x1eec,0x1eec,"26:u16=1:u32=0;131:u16=6:u32=0;294:u16=1:u32=0",,,
2482,0x3a13b00,0x8cfc,0x8cfc,"26:u16=1:u32=0;57:u16=1:u32=0;58:u16=3:u32=0;131:u16=4:u32=0",,,
2483,0x3a1c800,0xb75c,0xb75c,"26:u16=18:u32=5;57:u16=10:u32=1;58:u16=18:u32=10;131:u16=2:u32=0",,,
2484,0x3a28000,0x198c,0x198c,"26:u16=2:u32=2",,,
2485,0x3a29a00,0x9abc,0x9abc,"26:u16=4:u32=2;57:u16=2:u32=0;58:u16=2:u32=1;131:u16=1:u32=0;294:u16=3:u32=3",,,
2486,0x3a33500,0x15a0c,0x15a0c,"26:u16=15:u32=6;57:u16=4:u32=1;58:u16=5:u32=1;131:u16=2:u32=0;174:u16=2:u32=1",,,
2487,0x3a49000,0x1294c,0x1294c,"26:u16=42:u32=8;57:u16=1:u32=0;58:u16=1:u32=0;131:u16=5:u32=3;294:u16=4:u32=0;586:u16=1:u32=1;699:u16=1:u32=0",,,
2488,0x3a5ba00,0x74fc,0x74fc,"26:u16=14:u32=6;57:u16=2:u32=1;58:u16=2:u32=0;131:u16=2:u32=2",,,
2489,0x3a62f00,0x157fc,0x157fc,"26:u16=22:u32=5;57:u16=4:u32=0;58:u16=7:u32=0;131:u16=5:u32=0;174:u16=3:u32=1;294:u16=3:u32=0",,,
2490,0x3a78700,0x19d2c,0x19d2c,"26:u16=12:u32=5;57:u16=13:u32=0;58:u16=24:u32=3;131:u16=11:u32=8;294:u16=13:u32=9;911:u16=2:u32=0",,,
